timestamp,open,high,low,close,volume
2026-01-01 05:30:00,87616.5,87794.0,87608.5,87713.5,14780.0
2026-01-01 05:45:00,87714.5,87763.0,87714.5,87754.5,7348.0
2026-01-01 06:00:00,87755.5,87756.0,87710.0,87724.0,8056.0
2026-01-01 06:15:00,87723.0,87828.5,87723.0,87782.5,14211.0
2026-01-01 06:30:00,87782.5,87992.5,87782.5,87970.0,48022.0
2026-01-01 06:45:00,87970.0,88026.0,87841.5,87845.5,41772.0
2026-01-01 07:00:00,87845.5,87875.5,87806.0,87868.0,19521.0
2026-01-01 07:15:00,87868.0,87989.0,87849.5,87925.0,20516.0
2026-01-01 07:30:00,87926.0,88006.0,87877.5,87972.5,22310.0
2026-01-01 07:45:00,87972.5,88074.0,87912.0,87934.0,54108.0
2026-01-01 08:00:00,87934.0,88038.5,87922.0,87937.5,39004.0
2026-01-01 08:15:00,87937.5,87947.5,87873.0,87893.0,26721.0
2026-01-01 08:30:00,87893.0,87974.5,87863.0,87970.5,25435.0
2026-01-01 08:45:00,87970.5,88004.0,87871.5,87909.5,27685.0
2026-01-01 09:00:00,87909.5,87934.0,87883.5,87916.0,11884.0
2026-01-01 09:15:00,87917.0,87917.0,87815.5,87828.0,27926.0
2026-01-01 09:30:00,87833.0,87841.0,87615.5,87634.0,90231.0
2026-01-01 09:45:00,87635.0,87677.0,87524.0,87615.0,80644.0
2026-01-01 10:00:00,87620.0,87649.0,87536.5,87536.5,37751.0
2026-01-01 10:15:00,87554.0,87639.0,87544.5,87575.0,22428.0
2026-01-01 10:30:00,87575.0,87710.5,87575.0,87679.0,36720.0
2026-01-01 10:45:00,87678.0,87718.0,87648.0,87689.5,25876.0
2026-01-01 11:00:00,87688.5,87729.0,87628.5,87683.5,24162.0
2026-01-01 11:15:00,87683.5,87707.0,87676.0,87684.0,15182.0
2026-01-01 11:30:00,87684.0,87684.0,87611.0,87634.0,21818.0
2026-01-01 11:45:00,87634.0,87646.0,87629.5,87642.0,14698.0
2026-01-01 12:00:00,87641.0,87656.0,87630.0,87639.0,16635.0
2026-01-01 12:15:00,87639.0,87645.0,87630.0,87630.0,10680.0
2026-01-01 12:30:00,87630.0,87649.5,87566.5,87624.5,24436.0
2026-01-01 12:45:00,87624.5,87648.5,87578.5,87581.0,20407.0
2026-01-01 13:00:00,87581.0,87645.5,87581.0,87617.5,14227.0
2026-01-01 13:15:00,87616.5,87649.5,87589.0,87612.0,20495.0
2026-01-01 13:30:00,87613.0,87808.0,87598.5,87740.5,63896.0
2026-01-01 13:45:00,87739.5,87755.0,87691.5,87719.0,27727.0
2026-01-01 14:00:00,87719.0,87764.0,87674.5,87675.5,28265.0
2026-01-01 14:15:00,87681.0,87755.0,87680.0,87751.0,15805.0
2026-01-01 14:30:00,87750.0,87841.0,87725.0,87831.0,41589.0
2026-01-01 14:45:00,87832.0,87950.5,87791.0,87807.5,90226.0
2026-01-01 15:00:00,87807.5,87857.5,87807.5,87851.5,15095.0
2026-01-01 15:15:00,87850.5,87856.0,87824.0,87856.0,14140.0
2026-01-01 15:30:00,87856.0,87862.5,87828.5,87840.5,15078.0
2026-01-01 15:45:00,87839.5,87839.5,87761.5,87832.5,34358.0
2026-01-01 16:00:00,87832.5,87842.0,87805.0,87809.5,17768.0
2026-01-01 16:15:00,87809.5,87863.0,87805.5,87843.0,20888.0
2026-01-01 16:30:00,87842.0,87940.0,87828.5,87900.5,35142.0
2026-01-01 16:45:00,87900.5,87958.0,87892.5,87898.5,33366.0
2026-01-01 17:00:00,87899.5,87934.5,87847.5,87889.0,32296.0
2026-01-01 17:15:00,87889.5,87993.0,87888.5,87989.5,66879.0
2026-01-01 17:30:00,87989.5,88009.0,87946.5,87968.0,90643.0
2026-01-01 17:45:00,87961.5,87999.0,87912.0,87971.5,50946.0
2026-01-01 18:00:00,87970.5,87970.5,87890.5,87939.5,56989.0
2026-01-01 18:15:00,87939.5,87955.0,87906.5,87907.0,17926.0
2026-01-01 18:30:00,87907.0,87963.5,87850.5,87950.0,55685.0
2026-01-01 18:45:00,87949.5,87991.5,87922.5,87947.5,37996.0
2026-01-01 19:00:00,87947.5,87959.0,87909.5,87954.5,30333.0
2026-01-01 19:15:00,87950.0,87950.0,87827.0,87880.0,67694.0
2026-01-01 19:30:00,87880.0,87932.0,87783.5,87918.5,120453.0
2026-01-01 19:45:00,87919.5,87933.0,87807.5,87830.5,45854.0
2026-01-01 20:00:00,87830.5,87870.5,87766.5,87869.5,84455.0
2026-01-01 20:15:00,87868.5,87939.0,87850.5,87927.0,54523.0
2026-01-01 20:30:00,87927.0,87952.0,87880.0,87951.0,46177.0
2026-01-01 20:45:00,87952.0,88051.0,87933.5,87975.0,142713.0
2026-01-01 21:00:00,87974.0,88086.0,87894.5,87983.5,100277.0
2026-01-01 21:15:00,87984.5,88059.0,87950.5,87996.0,47123.0
2026-01-01 21:30:00,87996.0,88016.0,87876.0,87906.0,69795.0
2026-01-01 21:45:00,87905.0,87930.5,87839.5,87922.0,76456.0
2026-01-01 22:00:00,87923.0,87965.5,87903.5,87907.0,44026.0
2026-01-01 22:15:00,87907.0,87964.5,87907.0,87964.5,23580.0
2026-01-01 22:30:00,87964.5,88054.0,87941.5,88025.0,55789.0
2026-01-01 22:45:00,88026.0,88251.0,88000.0,88226.5,244555.0
2026-01-01 23:00:00,88225.5,88485.0,88225.5,88316.5,279518.0
2026-01-01 23:15:00,88316.5,88433.0,88258.5,88290.5,96700.0
2026-01-01 23:30:00,88290.0,88342.0,88141.0,88145.5,112304.0
2026-01-01 23:45:00,88143.0,88235.0,88075.0,88076.0,94822.0
2026-01-02 00:00:00,88075.0,88165.0,88075.0,88153.5,31060.0
2026-01-02 00:15:00,88154.0,88196.0,88126.0,88174.5,26818.0
2026-01-02 00:30:00,88174.5,88174.5,88045.5,88090.5,47962.0
2026-01-02 00:45:00,88090.5,88150.5,88089.5,88139.5,27349.0
2026-01-02 01:00:00,88138.5,88316.0,88136.0,88304.0,57308.0
2026-01-02 01:15:00,88303.0,88413.0,88275.0,88364.0,68848.0
2026-01-02 01:30:00,88363.0,88364.0,88268.5,88308.5,28092.0
2026-01-02 01:45:00,88308.5,88337.0,88280.5,88336.0,12433.0
2026-01-02 02:00:00,88336.0,88345.0,88210.5,88219.5,26678.0
2026-01-02 02:15:00,88218.5,88257.5,88205.5,88229.5,8603.0
2026-01-02 02:30:00,88235.5,88409.0,88220.0,88354.0,23801.0
2026-01-02 02:45:00,88354.0,88369.5,88322.0,88350.0,8777.0
2026-01-02 03:00:00,88351.0,88364.0,88294.5,88295.5,7672.0
2026-01-02 03:15:00,88294.5,88365.0,88271.0,88355.0,10079.0
2026-01-02 03:30:00,88356.0,88582.5,88356.0,88483.0,60224.0
2026-01-02 03:45:00,88483.0,88554.0,88442.0,88500.0,21183.0
2026-01-02 04:00:00,88498.5,88566.5,88390.5,88559.0,21503.0
2026-01-02 04:15:00,88558.0,88674.5,88503.0,88611.0,43626.0
2026-01-02 04:30:00,88630.0,88748.5,88441.5,88545.5,41460.0
2026-01-02 04:45:00,88546.5,88765.0,88546.5,88696.5,36187.0
2026-01-02 05:00:00,88696.5,88853.0,88696.5,88853.0,39078.0
2026-01-02 05:15:00,88854.0,88890.5,88719.0,88808.0,35015.0
2026-01-02 05:30:00,88811.0,88849.5,88563.0,88608.0,39856.0
2026-01-02 05:45:00,88608.0,88689.0,88556.5,88678.5,22116.0
2026-01-02 06:00:00,88673.5,88846.0,88608.5,88659.0,37408.0
2026-01-02 06:15:00,88659.0,88859.0,88659.0,88803.5,30589.0
2026-01-02 06:30:00,88803.5,88846.0,88703.5,88723.0,23595.0
2026-01-02 06:45:00,88723.5,88723.5,88646.0,88650.0,22660.0
2026-01-02 07:00:00,88650.0,88675.5,88488.0,88603.5,54288.0
2026-01-02 07:15:00,88603.5,88632.0,88537.0,88608.0,25520.0
2026-01-02 07:30:00,88616.5,88638.5,88386.0,88458.5,75311.0
2026-01-02 07:45:00,88463.0,88500.0,88335.0,88397.5,52930.0
2026-01-02 08:00:00,88397.5,88497.5,88388.5,88457.0,27587.0
2026-01-02 08:15:00,88456.0,88618.0,88434.5,88608.0,53895.0
2026-01-02 08:30:00,88609.5,88949.0,88533.5,88936.0,122322.0
2026-01-02 08:45:00,88932.0,88957.5,88780.5,88852.0,81834.0
2026-01-02 09:00:00,88851.5,89097.0,88813.5,88938.5,140997.0
2026-01-02 09:15:00,88939.5,89097.0,88829.0,88909.0,97657.0
2026-01-02 09:30:00,88908.0,88959.0,88768.5,88775.5,86271.0
2026-01-02 09:45:00,88776.0,88809.0,88649.5,88703.5,74402.0
2026-01-02 10:00:00,88703.5,88807.0,88676.0,88681.5,35914.0
2026-01-02 10:15:00,88681.5,88742.0,88584.0,88603.5,57990.0
2026-01-02 10:30:00,88603.5,88681.5,88591.5,88639.5,38051.0
2026-01-02 10:45:00,88639.5,88729.0,88548.5,88552.0,59565.0
2026-01-02 11:00:00,88551.0,88665.5,88542.0,88646.0,37016.0
2026-01-02 11:15:00,88654.5,88759.0,88650.5,88730.0,44514.0
2026-01-02 11:30:00,88730.0,88827.0,88692.0,88759.5,62693.0
2026-01-02 11:45:00,88759.5,88897.0,88756.0,88889.5,60743.0
2026-01-02 12:00:00,88889.5,89062.0,88875.0,88940.5,125156.0
2026-01-02 12:15:00,88940.5,89019.0,88891.0,88908.0,62653.0
2026-01-02 12:30:00,88908.5,89033.5,88908.5,89005.0,46797.0
2026-01-02 12:45:00,89004.0,89011.0,88820.0,88866.5,55601.0
2026-01-02 13:00:00,88865.5,88892.5,88810.0,88833.0,49261.0
2026-01-02 13:15:00,88835.0,88874.0,88809.5,88837.5,39863.0
2026-01-02 13:30:00,88837.5,89073.0,88788.5,89049.0,89442.0
2026-01-02 13:45:00,89049.0,89078.5,88948.5,89030.0,84444.0
2026-01-02 14:00:00,89027.0,89146.0,88988.5,89065.5,90939.0
2026-01-02 14:15:00,89066.0,89168.0,89039.0,89147.5,57353.0
2026-01-02 14:30:00,89142.0,89304.5,89085.5,89219.5,162524.0
2026-01-02 14:45:00,89219.5,89249.0,89078.5,89138.5,78645.0
2026-01-02 15:00:00,89131.5,89222.5,89095.5,89222.5,39249.0
2026-01-02 15:15:00,89222.5,89477.0,89186.5,89439.0,202524.0
2026-01-02 15:30:00,89439.0,89807.0,89415.0,89802.5,281588.0
2026-01-02 15:45:00,89808.5,89909.0,89541.5,89567.5,233584.0
